Customer_ID,Age_Group,Gender,Region,Customer_Type
124,36-45,Female,South,Repeat
125,36-45,Male,North,Repeat
126,18-25,Male,North,Repeat
127,26-35,Female,West,Repeat
128,46-60,Female,South,Repeat
129,46-60,Male,West,Repeat
130,46-60,Female,East,Repeat
131,36-45,Female,South,New
132,46-60,Male,West,Repeat
133,26-35,Female,East,Repeat
134,46-60,Female,West,New
135,36-45,Male,East,Repeat
136,36-45,Female,North,Repeat
137,46-60,Female,North,Repeat
138,36-45,Male,South,Repeat
139,46-60,Female,West,New
140,36-45,Male,West,Repeat
141,18-25,Male,East,New
142,18-25,Female,South,Repeat
143,26-35,Male,North,New
144,18-25,Male,West,Repeat
145,46-60,Female,East,Repeat
146,36-45,Male,North,New
147,26-35,Male,North,Repeat
148,46-60,Female,North,Repeat
149,46-60,Male,East,New
150,26-35,Male,East,New
151,26-35,Female,North,Repeat
152,46-60,Female,East,New
153,36-45,Male,North,Repeat
154,46-60,Male,North,New
155,36-45,Male,North,Repeat
156,26-35,Female,East,New
157,46-60,Male,South,New
158,18-25,Female,South,New
159,46-60,Male,East,Repeat
160,36-45,Male,West,Repeat
161,46-60,Female,East,New
162,36-45,Male,West,Repeat
163,18-25,Female,North,Repeat
164,26-35,Female,West,New
165,18-25,Male,North,New
166,36-45,Male,South,New
167,26-35,Female,North,New
168,26-35,Female,West,Repeat
169,46-60,Female,South,Repeat
170,18-25,Male,South,Repeat
171,36-45,Male,East,Repeat
172,36-45,Male,West,New
173,26-35,Male,West,New
174,46-60,Female,East,Repeat
175,36-45,Female,East,Repeat
176,46-60,Female,South,New
177,26-35,Male,East,New
178,26-35,Male,South,Repeat
179,26-35,Male,West,Repeat
180,46-60,Female,East,Repeat
181,36-45,Female,West,New
182,18-25,Female,South,New
183,46-60,Female,North,Repeat
184,26-35,Male,North,New
185,18-25,Male,West,Repeat
186,18-25,Male,South,Repeat
187,18-25,Female,South,New
188,18-25,Female,North,Repeat
189,18-25,Female,South,New
190,26-35,Female,South,Repeat
191,36-45,Male,West,Repeat
192,18-25,Male,North,New
193,36-45,Female,South,Repeat
194,36-45,Male,West,New
195,46-60,Female,East,New
196,26-35,Female,North,New
197,18-25,Female,West,New
198,36-45,Female,East,Repeat
199,46-60,Female,South,New
200,36-45,Male,South,Repeat
201,18-25,Male,East,Repeat
202,26-35,Male,West,New
203,26-35,Male,South,New
204,18-25,Male,South,New
205,36-45,Male,West,New
206,46-60,Female,West,New
207,26-35,Female,East,Repeat
208,26-35,Male,South,New
209,36-45,Female,West,Repeat
210,36-45,Female,North,New
211,36-45,Female,East,New
212,46-60,Male,East,New
213,36-45,Male,East,New
214,46-60,Male,East,New
215,18-25,Female,North,Repeat
216,46-60,Male,East,Repeat
217,36-45,Male,East,New
218,46-60,Male,West,Repeat
219,46-60,Female,South,New
220,46-60,Male,East,New
221,26-35,Male,West,Repeat
222,36-45,Male,West,Repeat
223,46-60,Female,South,Repeat
224,36-45,Male,West,New
225,18-25,Male,West,Repeat
226,46-60,Female,East,Repeat
227,46-60,Male,East,Repeat
228,18-25,Male,West,Repeat
229,36-45,Male,North,Repeat
230,18-25,Male,South,Repeat
231,18-25,Female,West,Repeat
232,18-25,Female,West,New
233,18-25,Female,North,Repeat
234,36-45,Male,South,New
235,46-60,Male,West,Repeat
236,18-25,Male,West,Repeat
237,18-25,Male,East,Repeat
238,26-35,Female,West,Repeat
239,36-45,Male,North,Repeat
240,18-25,Female,West,New
241,26-35,Male,South,Repeat
242,18-25,Male,South,Repeat
243,36-45,Female,North,New
244,26-35,Male,West,New
245,26-35,Male,West,Repeat
246,36-45,Male,West,New
247,26-35,Male,West,New
248,26-35,Female,West,New
249,18-25,Male,South,New
250,26-35,Female,East,Repeat
251,46-60,Female,South,Repeat
252,36-45,Male,East,Repeat
253,18-25,Male,South,New
254,26-35,Female,North,Repeat
255,46-60,Female,West,Repeat
256,18-25,Male,East,Repeat
257,36-45,Male,South,Repeat
258,26-35,Female,East,New
259,36-45,Male,West,Repeat
260,36-45,Male,North,Repeat
261,26-35,Female,West,Repeat
262,26-35,Male,South,Repeat
263,18-25,Female,South,New
264,36-45,Male,East,Repeat
265,26-35,Female,North,Repeat
266,36-45,Female,North,New
267,26-35,Female,South,Repeat
268,36-45,Female,East,New
269,18-25,Female,West,New
270,36-45,Male,West,New
271,26-35,Male,South,New
272,46-60,Female,South,New
273,18-25,Female,West,Repeat
274,18-25,Female,West,New
275,46-60,Female,West,Repeat
276,26-35,Female,East,Repeat
277,18-25,Male,North,New
278,46-60,Female,South,Repeat
279,46-60,Male,South,Repeat
280,36-45,Female,East,Repeat
281,36-45,Female,West,Repeat
282,26-35,Male,East,Repeat
283,46-60,Female,West,Repeat
284,36-45,Female,South,New
285,26-35,Male,North,Repeat
286,18-25,Male,East,Repeat
287,36-45,Female,West,Repeat
288,26-35,Male,South,New
289,36-45,Female,North,Repeat
290,18-25,Male,East,New
291,18-25,Female,East,Repeat
292,36-45,Male,South,Repeat
293,18-25,Female,East,Repeat
294,26-35,Male,South,Repeat
295,36-45,Male,East,Repeat
296,36-45,Female,North,Repeat
297,18-25,Female,North,Repeat
298,26-35,Female,East,Repeat
299,36-45,Male,South,Repeat
300,36-45,Female,West,New
301,18-25,Female,East,New
302,18-25,Male,West,Repeat
303,26-35,Male,South,New
304,26-35,Female,West,Repeat
305,18-25,Female,East,New
306,26-35,Male,North,Repeat
307,46-60,Male,South,New
308,46-60,Female,North,Repeat
309,18-25,Male,North,New
310,36-45,Male,North,Repeat
311,18-25,Female,East,Repeat
312,18-25,Female,South,Repeat
313,18-25,Female,West,Repeat
314,36-45,Male,North,Repeat
315,46-60,Female,West,Repeat
316,26-35,Male,South,New
317,46-60,Male,South,New
318,26-35,Male,West,New
319,26-35,Male,West,New
320,18-25,Female,North,Repeat
321,18-25,Male,West,Repeat
322,26-35,Female,West,Repeat
323,36-45,Male,East,Repeat
324,36-45,Male,North,New
325,36-45,Female,North,New
326,36-45,Female,South,Repeat
327,18-25,Female,West,New
328,46-60,Female,East,Repeat
329,46-60,Female,South,New
330,26-35,Female,East,Repeat
331,36-45,Male,North,Repeat
332,18-25,Female,West,Repeat
333,18-25,Male,East,Repeat
334,18-25,Male,South,New
335,26-35,Female,North,New
336,18-25,Male,East,New
337,26-35,Male,East,New
338,26-35,Female,South,Repeat
339,26-35,Female,East,Repeat
340,26-35,Male,North,New
341,18-25,Female,East,Repeat
342,18-25,Female,West,Repeat
343,46-60,Male,West,Repeat
344,18-25,Female,South,Repeat
345,36-45,Female,West,Repeat
346,36-45,Female,West,Repeat
347,26-35,Male,East,Repeat
348,26-35,Male,North,Repeat
349,26-35,Female,North,New
350,46-60,Female,East,New
351,26-35,Female,West,Repeat
352,46-60,Male,East,New
353,26-35,Male,West,Repeat
354,36-45,Female,West,Repeat
355,26-35,Female,West,New
356,18-25,Male,North,New
357,26-35,Female,South,Repeat
358,18-25,Female,North,New
359,18-25,Male,West,New
360,18-25,Female,East,Repeat
361,18-25,Female,East,New
362,46-60,Male,West,Repeat
363,46-60,Female,South,New
364,26-35,Male,North,Repeat
365,26-35,Male,North,Repeat
366,46-60,Male,West,Repeat
367,26-35,Female,West,Repeat
368,26-35,Female,South,Repeat
369,46-60,Female,North,New
370,46-60,Female,South,Repeat
371,26-35,Male,North,New
372,46-60,Male,South,Repeat
373,36-45,Male,South,Repeat
374,18-25,Female,South,Repeat
375,18-25,Male,East,New
376,36-45,Male,East,New
377,36-45,Female,East,Repeat
378,26-35,Female,North,Repeat
379,26-35,Male,South,Repeat
380,18-25,Female,West,Repeat
381,26-35,Female,West,New
382,18-25,Female,North,Repeat
383,26-35,Male,North,New
384,26-35,Male,West,New
385,18-25,Male,South,New
386,36-45,Male,East,Repeat
387,36-45,Male,North,New
388,26-35,Male,North,Repeat
389,36-45,Male,North,New
390,26-35,Male,West,New
391,46-60,Female,East,Repeat
392,46-60,Female,South,New
393,46-60,Male,South,Repeat
394,36-45,Female,West,Repeat
395,36-45,Female,North,New
396,18-25,Male,West,Repeat
397,36-45,Male,West,Repeat
398,26-35,Male,South,Repeat
399,18-25,Female,East,Repeat
400,36-45,Female,South,Repeat
401,18-25,Male,West,New
402,36-45,Male,West,New
403,26-35,Female,North,Repeat
404,46-60,Male,North,New
405,46-60,Male,West,New
406,26-35,Female,South,Repeat
407,18-25,Female,North,Repeat
408,46-60,Male,East,New
409,36-45,Female,East,New
410,36-45,Female,West,Repeat
411,18-25,Male,East,New
412,18-25,Male,East,Repeat
413,26-35,Male,North,Repeat
414,46-60,Male,North,Repeat
415,18-25,Male,South,Repeat
416,46-60,Male,North,New
417,46-60,Male,South,New
418,36-45,Female,North,Repeat
419,18-25,Male,West,Repeat
420,26-35,Female,South,New
421,18-25,Male,West,New
422,46-60,Male,South,Repeat
423,36-45,Male,East,New
424,18-25,Male,South,New
425,18-25,Male,South,Repeat
426,18-25,Male,South,New
427,26-35,Female,South,New
428,26-35,Male,South,Repeat
429,26-35,Male,East,Repeat
430,26-35,Male,South,New
431,36-45,Female,West,Repeat
432,36-45,Female,South,Repeat
433,26-35,Male,South,Repeat
434,46-60,Male,West,New
435,26-35,Male,North,New
436,26-35,Male,North,Repeat
437,46-60,Male,East,Repeat
438,18-25,Female,South,Repeat
439,46-60,Male,South,Repeat
440,46-60,Female,North,Repeat
441,36-45,Female,South,New
442,18-25,Male,East,Repeat
443,46-60,Female,West,Repeat
444,26-35,Male,South,Repeat
445,46-60,Female,West,New
446,36-45,Male,East,Repeat
447,46-60,Male,North,Repeat
448,26-35,Male,East,New
449,18-25,Male,East,Repeat
450,36-45,Female,East,Repeat
451,18-25,Female,East,Repeat
452,36-45,Female,West,New
453,26-35,Male,East,New
454,36-45,Male,East,Repeat
455,18-25,Female,East,Repeat
456,18-25,Male,East,Repeat
457,46-60,Male,West,Repeat
458,18-25,Female,East,New
459,46-60,Male,North,Repeat
460,18-25,Female,East,Repeat
461,46-60,Male,East,Repeat
462,26-35,Male,South,Repeat
463,46-60,Female,South,Repeat
464,18-25,Female,South,Repeat
465,26-35,Female,East,New
466,36-45,Female,North,New
467,18-25,Female,North,New
468,46-60,Male,South,Repeat
469,36-45,Female,South,New
470,46-60,Male,East,Repeat
471,36-45,Male,North,Repeat
472,26-35,Female,North,Repeat
473,18-25,Female,South,New
474,26-35,Male,North,Repeat
475,18-25,Female,South,Repeat
476,36-45,Female,South,Repeat
477,26-35,Male,West,Repeat
478,18-25,Male,West,Repeat
479,36-45,Female,East,Repeat
480,26-35,Male,South,Repeat
481,26-35,Male,East,Repeat
482,26-35,Male,West,Repeat
483,26-35,Male,North,Repeat
484,46-60,Male,West,Repeat
485,36-45,Male,West,Repeat
486,46-60,Male,West,Repeat
487,36-45,Male,North,New
488,36-45,Male,West,Repeat
489,36-45,Male,South,Repeat
490,18-25,Female,South,Repeat
491,36-45,Female,West,New
492,26-35,Female,East,Repeat
493,46-60,Male,East,Repeat
494,26-35,Male,North,Repeat
495,26-35,Male,North,Repeat
496,46-60,Male,South,Repeat
497,26-35,Male,South,Repeat
498,18-25,Female,West,Repeat
499,26-35,Male,East,New
500,26-35,Female,South,Repeat
501,46-60,Female,East,Repeat
502,26-35,Female,North,New
503,46-60,Male,North,Repeat
504,36-45,Female,West,New
505,36-45,Male,West,Repeat
506,18-25,Male,South,Repeat
507,46-60,Female,East,Repeat
508,46-60,Female,South,Repeat
509,46-60,Female,South,Repeat
510,18-25,Male,East,Repeat
511,18-25,Male,South,Repeat
512,26-35,Female,West,Repeat
513,46-60,Male,East,New
514,18-25,Male,East,Repeat
515,36-45,Male,South,New
516,36-45,Female,East,Repeat
517,46-60,Female,West,New
518,36-45,Female,West,New
519,26-35,Male,North,New
520,26-35,Female,North,New
521,46-60,Male,North,Repeat
522,18-25,Male,North,Repeat
523,18-25,Male,South,Repeat
524,18-25,Male,North,New
525,18-25,Female,North,New
526,46-60,Female,North,Repeat
527,26-35,Male,North,New
528,46-60,Female,South,Repeat
529,46-60,Female,North,Repeat
530,36-45,Female,East,Repeat
531,26-35,Female,West,New
532,18-25,Female,East,New
533,26-35,Female,South,Repeat
534,36-45,Female,South,Repeat
535,46-60,Female,South,Repeat
536,26-35,Female,West,Repeat
537,36-45,Female,North,Repeat
538,46-60,Female,South,Repeat
539,18-25,Male,North,New
540,26-35,Male,South,Repeat
541,18-25,Female,West,New
542,18-25,Female,East,Repeat
543,36-45,Female,East,Repeat
544,36-45,Female,West,Repeat
545,46-60,Male,North,New
546,18-25,Male,South,Repeat
547,36-45,Female,East,Repeat
548,36-45,Male,West,Repeat
549,18-25,Female,North,Repeat
550,46-60,Male,East,New
551,18-25,Female,West,Repeat
552,46-60,Male,South,Repeat
553,46-60,Male,West,New
554,36-45,Male,North,New
555,18-25,Female,East,Repeat
556,18-25,Male,South,Repeat
557,36-45,Female,North,New
558,26-35,Male,West,Repeat
559,26-35,Male,East,Repeat
560,18-25,Female,East,Repeat
561,36-45,Female,North,Repeat
562,46-60,Female,South,Repeat
563,46-60,Male,North,New
564,18-25,Female,East,Repeat
565,36-45,Female,East,Repeat
566,18-25,Female,East,Repeat
567,18-25,Male,South,New
568,36-45,Female,East,Repeat
569,18-25,Female,East,Repeat
570,46-60,Male,North,New
571,26-35,Female,East,New
572,46-60,Male,West,New
573,26-35,Female,North,Repeat
574,36-45,Female,East,Repeat
575,18-25,Female,North,New
576,26-35,Female,North,New
577,36-45,Male,West,Repeat
578,36-45,Male,North,New
579,36-45,Male,North,Repeat
580,46-60,Male,South,Repeat
581,46-60,Male,East,Repeat
582,26-35,Male,South,Repeat
583,26-35,Female,East,New
584,46-60,Female,North,New
585,26-35,Female,East,Repeat
586,26-35,Male,North,Repeat
587,18-25,Female,East,Repeat
588,26-35,Male,North,New
589,36-45,Male,East,Repeat
590,18-25,Female,East,Repeat
591,26-35,Female,East,Repeat
592,18-25,Male,North,Repeat
593,36-45,Male,East,New
594,26-35,Male,North,Repeat
595,18-25,Female,South,Repeat
596,26-35,Male,East,Repeat
597,18-25,Male,West,Repeat
598,18-25,Female,West,Repeat
599,36-45,Male,North,Repeat
600,36-45,Female,West,Repeat
601,26-35,Male,North,New
602,46-60,Female,North,Repeat
603,26-35,Male,West,Repeat
604,18-25,Female,West,New
605,36-45,Male,South,Repeat
606,36-45,Male,North,New
607,18-25,Female,West,New
608,46-60,Female,South,Repeat
609,36-45,Male,South,Repeat
610,46-60,Male,North,Repeat
611,36-45,Male,East,New
612,18-25,Male,West,New
613,26-35,Male,West,Repeat
614,26-35,Male,West,Repeat
615,46-60,Male,West,New
616,26-35,Female,West,Repeat
617,18-25,Male,West,Repeat
618,26-35,Female,South,Repeat
619,46-60,Male,North,Repeat
620,18-25,Male,South,New
621,18-25,Female,West,Repeat
622,36-45,Male,North,Repeat
623,36-45,Female,West,New
624,26-35,Male,North,Repeat
625,46-60,Male,South,New
626,18-25,Male,North,Repeat
627,26-35,Male,South,New
628,26-35,Female,West,Repeat
629,36-45,Female,North,Repeat
630,26-35,Female,East,New
631,26-35,Male,East,Repeat
632,36-45,Female,South,Repeat
633,26-35,Male,South,Repeat
634,26-35,Female,South,Repeat
635,18-25,Male,South,New
636,26-35,Female,West,New
637,36-45,Female,East,New
638,36-45,Female,South,Repeat
639,18-25,Female,North,New
640,36-45,Male,North,Repeat
641,36-45,Female,West,New
642,36-45,Female,South,Repeat
643,26-35,Female,North,New
644,18-25,Female,South,New
645,46-60,Male,North,New
646,18-25,Male,West,Repeat
647,18-25,Male,North,Repeat
648,18-25,Female,South,New
649,46-60,Female,South,Repeat
650,46-60,Male,West,Repeat
651,36-45,Male,East,Repeat
652,26-35,Male,South,Repeat
653,36-45,Male,East,New
654,36-45,Male,South,New
655,46-60,Female,West,New
656,36-45,Female,North,Repeat
657,36-45,Male,East,Repeat
658,46-60,Female,North,Repeat
659,18-25,Female,West,New
660,18-25,Male,West,New
661,46-60,Male,West,Repeat
662,26-35,Male,South,Repeat
663,36-45,Male,South,Repeat
664,18-25,Female,South,New
665,46-60,Female,South,Repeat
666,26-35,Female,East,New
667,36-45,Female,West,Repeat
668,46-60,Male,East,New
669,46-60,Female,South,Repeat
670,46-60,Male,North,Repeat
671,36-45,Female,East,Repeat
672,18-25,Female,North,Repeat
673,36-45,Male,South,Repeat
674,36-45,Male,East,Repeat
675,18-25,Male,East,Repeat
676,46-60,Female,East,New
677,26-35,Male,North,New
678,26-35,Female,South,Repeat
679,18-25,Female,West,Repeat
680,18-25,Male,West,New
681,46-60,Female,South,New
682,26-35,Male,East,New
683,26-35,Male,West,Repeat
684,46-60,Female,East,New
685,18-25,Female,South,New
686,18-25,Female,North,New
687,46-60,Male,East,New
688,18-25,Male,North,Repeat
689,36-45,Male,North,Repeat
690,18-25,Female,South,New
691,36-45,Male,South,New
692,26-35,Female,North,Repeat
693,26-35,Male,North,Repeat
694,18-25,Male,West,New
695,46-60,Female,West,New
696,18-25,Female,South,Repeat
697,46-60,Female,East,Repeat
698,26-35,Male,North,Repeat
699,26-35,Female,East,New
700,26-35,Female,North,Repeat
701,46-60,Female,South,Repeat
702,46-60,Female,East,Repeat
703,26-35,Male,South,Repeat
704,18-25,Male,North,New
705,46-60,Female,South,Repeat
706,36-45,Female,East,New
707,26-35,Male,West,Repeat
708,46-60,Female,South,Repeat
709,26-35,Female,East,Repeat
710,36-45,Female,South,New
711,18-25,Male,South,New
712,36-45,Male,West,New
713,18-25,Male,East,New
714,18-25,Female,East,New
715,46-60,Female,East,Repeat
716,18-25,Female,North,Repeat
717,18-25,Male,South,Repeat
718,18-25,Male,West,Repeat
719,26-35,Female,East,Repeat
720,46-60,Female,West,Repeat
721,46-60,Female,North,New
722,18-25,Female,North,New
723,26-35,Female,West,Repeat
724,18-25,Male,East,Repeat
725,46-60,Male,West,Repeat
726,46-60,Male,East,Repeat
727,46-60,Male,East,Repeat
728,46-60,Female,North,Repeat
729,26-35,Male,West,Repeat
730,36-45,Male,North,Repeat
731,36-45,Female,South,New
732,26-35,Male,North,New
733,18-25,Female,East,Repeat
734,46-60,Male,West,Repeat
735,46-60,Female,South,Repeat
736,46-60,Female,South,New
737,26-35,Female,South,Repeat
738,26-35,Male,South,New
739,46-60,Male,West,Repeat
740,46-60,Female,East,Repeat
741,18-25,Male,South,New
742,36-45,Female,East,New
743,26-35,Female,North,New
744,36-45,Female,East,New
745,46-60,Female,South,Repeat
746,36-45,Female,North,New
747,36-45,Female,North,Repeat
748,26-35,Female,North,New
749,26-35,Male,South,New
750,18-25,Male,East,Repeat
751,46-60,Male,West,Repeat
752,18-25,Male,East,Repeat
753,26-35,Male,South,New
754,18-25,Male,South,New
755,36-45,Female,North,New
756,36-45,Male,East,Repeat
757,26-35,Female,South,New
758,36-45,Male,South,Repeat
759,46-60,Female,West,Repeat
760,26-35,Male,East,New
761,46-60,Male,North,Repeat
762,26-35,Male,North,New
763,26-35,Male,North,Repeat
764,36-45,Male,East,Repeat
765,26-35,Female,South,New
766,26-35,Female,South,Repeat
767,18-25,Male,West,Repeat
768,36-45,Female,West,New
769,46-60,Female,South,Repeat
770,26-35,Female,South,Repeat
771,46-60,Female,East,Repeat
772,18-25,Male,West,New
773,26-35,Male,North,Repeat
774,46-60,Female,North,New
775,36-45,Male,North,Repeat
776,18-25,Male,North,Repeat
777,18-25,Male,South,New
778,46-60,Male,South,Repeat
779,26-35,Female,East,Repeat
780,26-35,Female,North,Repeat
781,36-45,Female,South,Repeat
782,36-45,Male,South,New
783,26-35,Female,South,Repeat
784,18-25,Female,North,New
785,36-45,Female,South,Repeat
786,36-45,Female,West,Repeat
787,18-25,Male,North,Repeat
788,26-35,Female,North,New
789,46-60,Male,West,Repeat
790,36-45,Male,East,Repeat
791,18-25,Female,East,New
792,36-45,Male,North,Repeat
793,18-25,Male,North,New
794,36-45,Female,North,New
795,26-35,Female,West,New
796,18-25,Female,South,New
797,46-60,Female,West,Repeat
798,46-60,Female,South,Repeat
799,36-45,Male,South,Repeat
800,46-60,Female,East,New
801,36-45,Male,West,New
802,18-25,Male,West,Repeat
803,18-25,Female,North,New
804,46-60,Male,West,Repeat
805,46-60,Male,South,Repeat
806,26-35,Female,South,Repeat
807,18-25,Female,West,Repeat
808,46-60,Male,East,Repeat
809,46-60,Male,East,Repeat
810,46-60,Male,North,Repeat
811,36-45,Male,North,Repeat
812,26-35,Male,South,Repeat
813,18-25,Female,West,Repeat
814,46-60,Female,South,Repeat
815,46-60,Female,South,Repeat
816,46-60,Female,West,Repeat
817,36-45,Male,South,Repeat
818,18-25,Female,South,Repeat
819,46-60,Female,East,Repeat
820,46-60,Male,North,New
821,36-45,Male,East,Repeat
822,36-45,Male,North,New
823,26-35,Female,North,Repeat
824,26-35,Female,North,Repeat
825,18-25,Male,East,Repeat
826,26-35,Male,West,New
827,18-25,Female,South,New
828,26-35,Male,West,Repeat
829,46-60,Male,West,New
830,26-35,Male,North,New
831,46-60,Female,North,Repeat
832,18-25,Female,East,Repeat
833,26-35,Female,East,Repeat
834,26-35,Male,South,Repeat
835,26-35,Male,West,Repeat
836,46-60,Female,West,Repeat
837,46-60,Male,South,Repeat
838,26-35,Male,North,New
839,18-25,Female,East,Repeat
840,46-60,Male,South,Repeat
841,36-45,Male,West,Repeat
842,18-25,Male,South,New
843,18-25,Male,South,Repeat
844,18-25,Female,West,Repeat
845,46-60,Male,West,Repeat
846,26-35,Female,East,Repeat
847,26-35,Female,East,Repeat
848,36-45,Female,West,New
849,26-35,Female,East,Repeat
850,36-45,Male,East,New
851,36-45,Male,East,Repeat
852,26-35,Female,West,Repeat
853,36-45,Female,North,Repeat
854,18-25,Female,North,New
855,18-25,Female,East,New
856,18-25,Male,North,Repeat
857,46-60,Female,East,New
858,36-45,Female,North,New
859,36-45,Male,North,Repeat
860,18-25,Female,South,Repeat
861,46-60,Male,East,Repeat
862,26-35,Male,North,Repeat
863,18-25,Male,North,New
864,46-60,Female,South,New
865,26-35,Male,North,Repeat
866,46-60,Male,South,Repeat
867,26-35,Female,North,New
868,36-45,Female,South,Repeat
869,36-45,Female,South,Repeat
870,46-60,Female,West,Repeat
871,46-60,Male,East,New
872,26-35,Female,West,Repeat
873,46-60,Male,East,Repeat
874,46-60,Male,North,New
875,26-35,Female,East,New
876,26-35,Female,West,New
877,36-45,Female,East,Repeat
878,18-25,Female,West,Repeat
879,46-60,Male,East,New
880,26-35,Female,North,Repeat
881,36-45,Male,North,Repeat
882,18-25,Male,East,New
883,46-60,Female,East,Repeat
884,36-45,Female,North,New
885,18-25,Female,East,New
886,46-60,Male,South,Repeat
887,36-45,Male,North,New
888,46-60,Male,North,Repeat
889,18-25,Female,West,Repeat
890,26-35,Female,West,New
891,36-45,Female,South,New
892,18-25,Female,East,Repeat
893,46-60,Female,South,New
894,18-25,Female,East,New
895,18-25,Female,West,Repeat
896,26-35,Male,East,Repeat
897,36-45,Male,West,New
898,18-25,Male,North,Repeat
899,26-35,Male,North,Repeat
900,26-35,Female,East,Repeat
901,26-35,Female,West,Repeat
902,46-60,Female,South,New
903,26-35,Male,West,New
904,26-35,Female,West,New
905,26-35,Male,West,New
906,26-35,Male,North,Repeat
907,36-45,Male,West,Repeat
908,36-45,Female,East,Repeat
909,26-35,Female,North,Repeat
910,18-25,Male,North,Repeat
911,46-60,Male,North,Repeat
912,18-25,Female,West,Repeat
913,18-25,Male,South,New
914,26-35,Female,West,New
915,18-25,Male,West,New
916,36-45,Female,South,New
917,36-45,Male,West,New
918,46-60,Female,East,Repeat
919,36-45,Male,South,Repeat
920,36-45,Female,East,Repeat
921,26-35,Male,East,Repeat
922,36-45,Female,North,Repeat
923,18-25,Male,North,New
924,18-25,Male,South,Repeat
925,36-45,Male,West,New
926,46-60,Male,East,Repeat
927,46-60,Male,West,New
928,46-60,Male,East,Repeat
929,36-45,Female,North,Repeat
930,46-60,Female,North,Repeat
931,36-45,Male,North,New
932,18-25,Female,South,Repeat
933,46-60,Male,East,Repeat
934,46-60,Male,West,New
935,46-60,Female,East,Repeat
936,18-25,Male,West,Repeat
937,36-45,Male,West,Repeat
